year,faculty_name,department_name,Adana,Adıyaman,Afyonkarahisar,Ağrı,Amasya,Ankara,Antalya,Artvin,Aydın,Balıkesir,Bilecik,Bingöl,Bitlis,Bolu,Burdur,Bursa,Çanakkale,Çankırı,Çorum,Denizli,Diyarbakır,Edirne,Elazığ,Erzincan,Erzurum,Eskişehir,Gaziantep,Giresun,Gümüşhane,Hakkari,Hatay,Isparta,Mersin,Istanbul,Izmir,Kars,Kastamonu,Kayseri,Kırklareli,Kırşehir,Kocaeli,Konya,Kütahya,Malatya,Manisa,Kahramanmaraş,Mardin,Muğla,Muş,Nevşehir,Niğde,Ordu,Rize,Sakarya,Samsun,Siirt,Sinop,Sivas,Tekirdağ,Tokat,Trabzon,Tunceli,Şanlıurfa,Uşak,Van,Yozgat,Zonguldak,Aksaray,Bayburt,Karaman,Kırıkkale,Batman,Sırnak,Bartın,Ardahan,Iğdır,Yalova,Karabük,Kilis,Osmaniye,Düzce
2021,Elektrik-Elektronik Fakültesi,Bilgisayar Mühendisliği,1,0,0,0,4,5,3,0,1,5,0,1,0,0,0,9,1,0,1,3,2,0,0,0,0,0,2,1,0,0,2,2,1,26,4,1,1,2,0,0,2,2,0,0,0,4,0,0,0,0,1,2,1,3,2,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2022,Elektrik-Elektronik Fakültesi,Bilgisayar Mühendisliği,3,0,2,0,0,0,2,0,0,2,0,0,0,0,3,11,0,0,1,5,0,0,1,0,1,0,1,0,0,0,3,0,1,26,7,0,0,2,1,0,4,6,0,2,1,2,0,2,0,0,0,2,0,1,0,0,0,1,0,2,1,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023,Elektrik-Elektronik Fakültesi,Bilgisayar Mühendisliği,5,1,1,0,0,5,2,0,0,0,0,1,0,1,1,9,1,0,0,2,3,1,0,0,0,2,2,0,0,0,3,1,1,29,3,0,0,1,0,0,4,6,0,2,3,3,0,1,0,0,3,4,1,1,2,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2024,Elektrik-Elektronik Fakültesi,Bilgisayar Mühendisliği,6,1,1,0,0,2,5,0,3,1,0,0,1,0,1,3,0,0,0,3,2,1,1,0,1,1,2,1,0,0,1,2,2,27,2,0,1,3,0,0,2,6,1,2,2,1,0,1,0,1,0,1,0,1,7,0,0,0,1,1,4,0,1,1,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,2,3
2021,Eğitim Fakültesi,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,Eğitim Fakültesi,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,24,0,0,0,0,1,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,Eğitim Fakültesi,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024,Eğitim Fakültesi,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Elektrik-Elektronik Fakültesi,Biyomedikal Mühendisliği (İngilizce),1,0,0,0,0,2,2,0,1,3,1,0,0,1,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,27,3,0,0,2,0,0,1,2,0,0,2,0,0,0,0,1,0,1,0,2,1,0,0,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Elektrik-Elektronik Fakültesi,Biyomedikal Mühendisliği (İngilizce),2,0,0,0,0,2,1,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,28,4,0,0,0,0,0,4,3,0,1,1,0,1,1,0,0,0,1,0,0,2,1,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2
2023,Elektrik-Elektronik Fakültesi,Biyomedikal Mühendisliği (İngilizce),0,2,0,0,1,2,3,0,0,2,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024,Elektrik-Elektronik Fakültesi,Biyomedikal Mühendisliği (İngilizce),0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,1,33,1,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2021,Kimya-Metalurji Fakültesi,Biyomühendislik,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,2,36,4,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,Kimya-Metalurji Fakültesi,Biyomühendislik,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,2,0,2,1,1,1,0,0,0,0,0,1,0,0,1,0,2,38,2,0,1,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,Kimya-Metalurji Fakültesi,Biyomühendislik,1,0,0,0,0,1,1,0,0,3,0,2,1,0,0,2,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,39,1,0,1,0,2,0,2,1,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2024,Kimya-Metalurji Fakültesi,Biyomühendislik,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,40,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Kimya-Metalurji Fakültesi,Biyomühendislik (İngilizce),1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28,6,0,0,0,0,0,4,3,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2022,Kimya-Metalurji Fakültesi,Biyomühendislik (İngilizce),2,1,0,0,0,2,1,1,1,2,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,26,2,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,Kimya-Metalurji Fakültesi,Biyomühendislik (İngilizce),1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,3,33,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024,Kimya-Metalurji Fakültesi,Biyomühendislik (İngilizce),0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,1,2,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,23,7,0,0,0,0,1,2,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Elektrik-Elektronik Fakültesi,Elektrik Mühendisliği,8,1,1,1,1,1,2,1,3,6,2,0,1,0,0,7,2,0,0,4,0,1,0,0,1,0,3,0,0,0,4,1,2,39,3,0,1,2,1,0,5,3,1,3,0,0,1,1,0,0,1,0,0,4,2,0,0,0,2,1,0,0,1,3,0,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,1
2022,Elektrik-Elektronik Fakültesi,Elektrik Mühendisliği,5,0,2,0,0,4,1,0,0,2,0,0,1,0,0,6,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,2,1,66,6,0,0,1,3,0,5,4,1,0,1,1,0,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2023,Elektrik-Elektronik Fakültesi,Elektrik Mühendisliği,2,0,0,0,0,1,4,1,1,6,0,1,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,70,9,0,0,0,0,0,9,3,0,0,2,0,0,0,0,0,0,1,0,3,2,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2024,Elektrik-Elektronik Fakültesi,Elektrik Mühendisliği,0,0,0,0,1,3,5,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,2,2,1,1,0,0,0,3,70,7,0,0,1,1,0,4,4,2,0,2,1,0,2,0,0,0,1,1,4,3,0,0,0,5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2021,Elektrik-Elektronik Fakültesi,Elektronik ve Haberleşme Mühendisliği,1,0,2,0,0,3,3,0,1,4,1,0,0,0,0,9,1,1,1,3,0,1,1,0,0,1,0,1,1,0,2,0,0,37,2,0,2,4,1,0,4,7,0,0,0,0,0,2,0,1,0,1,1,3,1,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1
2022,Elektrik-Elektronik Fakültesi,Elektronik ve Haberleşme Mühendisliği,2,0,0,0,1,2,8,0,1,2,0,0,0,1,1,5,5,0,0,2,0,0,0,0,1,2,1,0,0,0,2,2,2,40,7,0,1,1,0,0,4,3,0,0,0,2,1,0,0,1,0,0,2,1,2,0,1,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2023,Elektrik-Elektronik Fakültesi,Elektronik ve Haberleşme Mühendisliği,0,0,0,0,3,4,3,0,3,1,0,0,0,0,0,2,2,0,0,1,0,4,2,1,0,2,0,1,0,0,0,0,2,51,3,0,0,3,0,0,3,3,0,0,1,2,2,1,0,0,0,3,1,2,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2024,Elektrik-Elektronik Fakültesi,Elektronik ve Haberleşme Mühendisliği,6,0,0,0,1,3,2,0,3,3,1,1,0,0,0,4,1,0,1,4,0,0,1,0,0,6,0,1,0,0,1,0,0,40,3,1,4,3,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
2021,Makine Fakültesi,Endüstri Mühendisliği,1,0,0,0,0,0,2,0,1,5,1,0,0,0,0,6,0,0,0,2,0,0,1,0,0,2,1,0,0,0,1,0,2,32,2,0,1,1,1,0,4,2,0,0,2,0,0,3,0,0,0,0,0,1,2,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Makine Fakültesi,Endüstri Mühendisliği,0,0,0,0,0,2,5,0,2,2,0,1,0,0,0,1,2,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,1,29,4,0,0,0,1,0,3,2,1,1,2,0,0,1,0,0,0,1,1,2,2,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2023,Makine Fakültesi,Endüstri Mühendisliği,0,0,0,0,1,3,2,0,1,2,0,0,0,0,1,5,1,0,0,4,0,2,1,0,0,0,1,0,0,0,0,0,2,20,6,0,1,2,0,0,4,1,0,1,3,0,1,1,0,0,0,0,0,3,1,0,0,1,2,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0
2024,Makine Fakültesi,Endüstri Mühendisliği,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,8,0,0,0,1,0,1,1,1,0,0,2,2,0,0,0,0,4,35,4,0,1,0,0,0,5,0,0,0,3,1,0,2,0,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2021,Makine Fakültesi,Endüstri Mühendisliği (İngilizce),3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,24,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,Makine Fakültesi,Endüstri Mühendisliği (İngilizce),4,0,0,0,0,1,4,0,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,10,2,0,1,2,0,0,3,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2023,Makine Fakültesi,Endüstri Mühendisliği (İngilizce),1,0,1,0,0,0,2,0,1,4,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,6,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2024,Makine Fakültesi,Endüstri Mühendisliği (İngilizce),1,0,0,0,0,1,3,0,0,2,0,0,1,1,0,5,1,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,3,8,4,0,0,2,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,4,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2021,Eğitim Fakültesi,Fen Bilgisi Öğretmenliği,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,Eğitim Fakültesi,Fen Bilgisi Öğretmenliği,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,50,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,Eğitim Fakültesi,Fen Bilgisi Öğretmenliği,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,49,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024,Eğitim Fakültesi,Fen Bilgisi Öğretmenliği,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,21,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Fen-Edebiyat Fakültesi,Fizik,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,49,3,0,0,0,1,0,2,0,1,0,1,0,1,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
2022,Fen-Edebiyat Fakültesi,Fizik,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,2,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,54,0,0,1,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Fen-Edebiyat Fakültesi,Fizik,2,0,1,0,0,3,1,0,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,52,1,0,0,0,1,0,2,1,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2024,Fen-Edebiyat Fakültesi,Fizik,1,0,0,0,1,3,2,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,52,1,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,Sanat ve Tasarım Fakültesi,Fotoğraf ve Video,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,24,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Sanat ve Tasarım Fakültesi,Fotoğraf ve Video,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,Sanat ve Tasarım Fakültesi,Fotoğraf ve Video,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
2024,Sanat ve Tasarım Fakültesi,Fotoğraf ve Video,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Fen-Edebiyat Fakültesi,Fransızca Mütercim ve Tercümanlık,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,33,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Fen-Edebiyat Fakültesi,Fransızca Mütercim ve Tercümanlık,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,35,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Fen-Edebiyat Fakültesi,Fransızca Mütercim ve Tercümanlık,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,33,1,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
